Категория;URL товара;Фото основные;Фото дополнительные;Номер заказа;Цвет основы;Материал комп.;Поверхность комп.;A;A1;B;D;D1;D2;H;H1;S;FH, кг;F, кг;Наличие, шт;Цена, руб. с НДС;L;Размер;Количество зубьев;H2;H3;H4;SW;T;X;H5;R;Исполнение;B1;D3;A2;Мат. основы;Пов. основы;Ход зажима
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.13590500;Черный;Сталь;Черненная;52;59;13;M5;15;8;11,9;17,8;1;10,2;254,93;50;898,07;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.13790500;Черный;Сталь;Черненная;70,5;79;15;M5;18;9,1;14;21,7;1,2;12,24;407,89;30;946,38;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.13790600;Черный;Сталь;Черненная;70,5;79;15;M6;18;9,1;14;21,7;1,2;12,24;407,89;50;946,38;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.131080800;Черный;Сталь;Черненная;96;108;24;M8;26;11,2;18;28,8;1,5;35,69;815,77;62;1034,49;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.12420300;Черный;Нерж. сталь;Без покрытия;36,4;41,7;11,5;M3;12;6;8,7;13,2;1;9,18;152,96;50;1129,49;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.12420400;Черный;Нерж. сталь;Без покрытия;36,4;41,7;11,5;M4;12;6;8,7;13,2;1;9,18;152,96;50;1129,49;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.12590400;Черный;Нерж. сталь;Без покрытия;52;59;13;M4;15;8;11,9;17,8;1;10,2;254,93;50;1190,19;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.12590500;Черный;Нерж. сталь;Без покрытия;52;59;13;M5;15;8;11,9;17,8;1;10,2;254,93;60;1190,19;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.12790500;Черный;Нерж. сталь;Без покрытия;70,5;79;15;M5;18;9,1;14;21,7;1,2;12,24;407,89;50;1258,81;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.12790600;Черный;Нерж. сталь;Без покрытия;70,5;79;15;M6;18;9,1;14;21,7;1,2;12,24;407,89;Под заказ;1258,81;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.121080800;Черный;Нерж. сталь;Без покрытия;96;108;24;M8;26;11,2;18;28,8;1,5;35,69;815,77;53;1374,92;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.21420300;Красный;Сталь;Оцинкованная;36,4;41,7;11,5;M3;12;6;8,7;13,2;1;9,18;152,96;Под заказ;794,34;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.21420400;Красный;Сталь;Оцинкованная;36,4;41,7;11,5;M4;12;6;8,7;13,2;1;9,18;152,96;Под заказ;794,34;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.21590400;Красный;Сталь;Оцинкованная;52;59;13;M4;15;8;11,9;17,8;1;10,2;254,93;Под заказ;833,92;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.21590500;Красный;Сталь;Оцинкованная;52;59;13;M5;15;8;11,9;17,8;1;10,2;254,93;Под заказ;833,92;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.21790500;Красный;Сталь;Оцинкованная;70,5;79;15;M5;18;9,1;14;21,7;1,2;12,24;407,89;Под заказ;878,79;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.21790600;Красный;Сталь;Оцинкованная;70,5;79;15;M6;18;9,1;14;21,7;1,2;12,24;407,89;Под заказ;878,79;;;;;;;;;;;;;;;;;;
A00360 Рычаги зажимные эксцентриковые с рукояткой из алюминия;https://alterv.ru/catalog/rychagi_zazhimnye_ekstsentrikovye/a00360_rychagi_zazhimnye_ekstsentrikovye_s_rukoyatkoy_iz_alyuminiya/;https://alterv.ru/upload/iblock/892/ttt21ss3oqh86ckqq6xo8oz1tjoflcdr/a00360_rychagi_zazhimnye.png, https://alterv.ru/upload/iblock/b36/f2l339e6k469z8wxke44o9veuqglusd1/a00360_rychagi_zazhimnye_vr.png, https://alterv.ru/upload/iblock/497/2k2nwova0dg8hnq7kglg6v3cy38cn84s/a00360_rychagi_zazhimnye_naruzhnaya.png, https://alterv.ru/upload/iblock/1fb/ry9sz1nj1gn17ysgoukn5tq1xnilix5z/a00360_rychagi_zazhimnye_sboku.png, https://alterv.ru/upload/iblock/ac0/s0acfrf0fpfw9txtsiex4swmwt724364/a00360_rychagi_zazhimnye_speredi.png;https://alterv.ru/upload/iblock/649/i88tdr45z4qx3b1v4x30k6hz3vcutvkt/a00360_rychagi_zazhimnye_chertezh.png, https://alterv.ru/upload/iblock/9a7/ffr8azihatyt95cvl62g76tphjw6vdwx/a00360_rychagi_zazhimnye_vnutrennyaa_chertezh.png, https://alterv.ru/upload/iblock/768/9va75yl11qcfczkzj1nhl866tg7xua9d/a00360_rychagi_zazhimnye_naruzhnaya_chertezh.png;A00360.211080800;Красный;Сталь;Оцинкованная;96;108;24;M8;26;11,2;18;28,8;1,5;35,69;815,77;Под заказ;960,6;;;;;;;;;;;;;;;;;;
